grant_id,funding.agency,funding.amount,date.start,date.end,title,abstract
100106,Dept of Education,798000,1/20/2011,10/13/2016,Donec nec nibh eu quam pulvinar blandit suscipit ut elit.,"Sed pharetra dignissim est, in condimentum purus aliquam ut. Maecenas posuere purus vel neque dictum quis mattis velit porttitor. Nulla nibh mi, fringilla sagittis varius vitae, sollicitudin vel orci. Nulla vel velit nisi. Maecenas vehicula, tortor sit amet accumsan venenatis, sem tellus molestie lacus, at iaculis massa felis at urna. Curabitur nunc eros, ultrices nec ultrices quis, facilisis eu mauris. Aenean dignissim fringilla elit, at condimentum justo egestas at. Cras tristique egestas felis eu ornare. Maecenas laoreet, erat vel faucibus rutrum, ipsum felis commodo arcu, vel accumsan magna augue id nisi. Phasellus fermentum ornare tincidunt. Sed viverra erat nec sem sollicitudin at molestie mauris pharetra. Curabitur at enim lectus, in luctus dui. Duis venenatis tristique facilisis. Nunc semper neque eu dolor adipiscing vel tempus nisi posuere."
100107,BBB,408000,2/22/2011,11/24/2016,"Donec nec nisi neque, at sollicitudin ipsum.","Praesent libero diam, sollicitudin eget auctor vel, ultrices non nibh. Vestibulum sagittis eros id justo fermentum sollicitudin. Praesent a magna elit. Donec augue libero, sagittis vel imperdiet ac, congue eget augue. Morbi vulputate odio vitae ligula porta sit amet sollicitudin mi dignissim. Aliquam non arcu tellus. Aliquam non lobortis lorem. Sed in orci libero, eget fringilla odio. Pellentesque ante nisl, iaculis vitae elementum quis, aliquet eu magna. Curabitur fermentum nisl vel eros ultricies feugiat id eget turpis. Vivamus ac tristique sapien. Vivamus in rhoncus justo. Sed suscipit viverra velit, id pretium lectus faucibus sit amet. Suspendisse suscipit dapibus dolor, ac commodo quam malesuada in. Vivamus placerat pulvinar porttitor."
100108,ABC,282000,3/17/2011,11/25/2016,Donec nec turpis id dui sollicitudin lobortis vitae vitae neque.,"Curabitur placerat arcu ac mauris rutrum varius ut id eros. Nulla in ipsum at mi tincidunt blandit. Phasellus a ante purus, molestie dignissim lectus. Proin odio enim, feugiat at pulvinar at, tincidunt vel sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec eget nunc velit, posuere vestibulum elit. Sed molestie metus eu tellus tempus eu pellentesque sapien lacinia. Sed mi ante, dapibus eu tincidunt at, placerat vitae enim. Fusce a orci augue, et ultrices felis. Mauris ut lorem nibh, a facilisis diam. Etiam rutrum nulla in nunc eleifend et mollis dui scelerisque. Vestibulum consectetur dapibus lorem, vulputate lacinia nisi pellentesque sit amet. Nunc ut mi vel justo convallis elementum. Fusce ac ante elit."
100109,Dept of Education,767000,5/26/2011,11/30/2016,Donec pellentesque nisl quis orci dapibus sed elementum arcu aliquam.,"Maecenas ut metus eu odio viverra feugiat. Curabitur facilisis, tellus ac facilisis tincidunt, ligula lacus eleifend tellus, et viverra massa nunc et nisl. Donec congue nunc dignissim leo placerat mattis. Nullam suscipit tellus ut quam bibendum tristique a eu metus. Cras luctus tincidunt dictum. Sed imperdiet varius tincidunt. Duis vitae augue metus. Sed ac erat lorem. Cras ac augue rhoncus nibh interdum pulvinar sit amet ut nunc. Aenean porta enim nec enim imperdiet dictum. Ut condimentum arcu nec augue ultricies tincidunt. Donec molestie lorem ut tellus tempor ultrices viverra felis porta."
100110,Dept of Education,86000,6/28/2011,12/1/2016,Donec placerat arcu et mauris venenatis quis placerat sapien scelerisque.,"Aliquam eu euismod lacus. Sed quam massa, ultricies eget ultricies quis, faucibus eget tellus. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Praesent eu nisi nisi, eu imperdiet lacus. Donec diam ante, viverra convallis interdum vel, tristique sit amet lorem. Vestibulum posuere blandit rhoncus. Aenean dignissim consequat dui, vel vehicula eros iaculis eget."
100111,Dept of Education,172000,8/4/2011,12/28/2016,Donec quis purus a enim suscipit auctor.,"Cras ac est vel tortor consectetur mattis. Proin tellus eros, laoreet a aliquet id, elementum non libero. Fusce sed libero et risus facilisis accumsan id vitae neque. Donec posuere mattis ipsum, nec auctor est pretium ac. Duis faucibus fringilla augue nec lobortis. Vivamus sollicitudin mi quis massa sollicitudin eget vulputate magna pellentesque. Aenean eget magna nisl. Vestibulum id commodo enim. Donec ut velit ut est consequat venenatis ac ac arcu. Etiam ut cursus augue. Phasellus non leo interdum odio sagittis volutpat."
100112,Dept of Education,294000,8/19/2011,1/13/2017,Donec semper ante nec augue adipiscing dignissim.,"Nullam fringilla luctus lacinia. Ut non tortor lacus, vitae feugiat velit. Aliquam laoreet consequat tincidunt. Vivamus id eros ante, sed vestibulum turpis. Praesent pellentesque mattis tellus, ultricies facilisis quam mollis sed. Integer et mi ullamcorper sapien suscipit suscipit. Nam at odio quis dolor semper pellentesque. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec id sem ut massa malesuada consectetur vitae eget nunc. Morbi ultrices erat at urna laoreet eleifend. Curabitur eu dignissim erat."
100113,Dept of Education,91000,9/29/2011,3/10/2017,Donec sit amet diam in ligula condimentum viverra.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Nam non magna tortor. Vestibulum aliquam erat nec tellus egestas pretium. Pellentesque rhoncus orci et ligula varius ornare. Fusce ac augue quis justo aliquam posuere aliquet et purus. Integer in nisi blandit dui fringilla faucibus eget vitae eros. Mauris scelerisque luctus arcu, in euismod orci suscipit vitae. Nam quis dolor ut erat suscipit congue. Pellentesque volutpat dapibus mollis. Nam vitae arcu et tortor hendrerit vestibulum. Vestibulum ut purus at arcu tincidunt porta ut in lectus. Curabitur a placerat ligula. Mauris eros mi, malesuada eu sodales eget, porta nec nisl."
100114,Dept of Education,62000,11/7/2011,6/5/2017,"Donec tempor risus nisl, ac ultrices ipsum.","Mauris vitae pellentesque mi. Nunc sit amet ante erat. Vivamus vulputate euismod eros, a ultrices ligula vulputate sodales. Aenean eget lectus justo, in volutpat lectus. Proin tempus iaculis augue, eu dapibus arcu molestie sit amet. Aenean egestas sapien et justo rhoncus eleifend. Nulla facilisi. Etiam et imperdiet orci. Integer sodales nisl eget nulla blandit auctor."
100115,EFG,11000,11/16/2011,6/6/2017,"Donec tincidunt ornare nisl, non congue leo viverra ac.","Nam euismod velit eget dolor adipiscing quis tristique justo cursus. Nunc posuere dapibus neque, vitae molestie ante rutrum sit amet. In sed odio eu dui tempor ullamcorper a vel arcu. Pellentesque eu eros non ante suscipit congue. Aliquam semper facilisis eleifend. Quisque consequat egestas urna non faucibus. Vivamus venenatis interdum est in congue. Vivamus turpis sapien, malesuada vitae viverra nec, pharetra non diam. Nunc ante tellus, dictum sit amet ultricies scelerisque, pellentesque a mi. Phasellus viverra aliquam posuere. Ut nec urna et lacus pharetra eleifend. Curabitur eu vulputate leo."
100116,Dept of Education,31000,11/30/2011,6/7/2017,"Donec ut arcu odio, sit amet ornare orci.","Curabitur auctor hendrerit lacus sed sagittis. Cras eros turpis, consectetur ut placerat ac, accumsan non nisi. Pellentesque urna orci, auctor eget euismod quis, pretium sed purus. Phasellus pretium tellus ut eros tempus posuere. Sed ut enim felis. Ut eu laoreet nulla. Integer pulvinar sagittis sodales. Praesent fermentum nunc a justo commodo venenatis scelerisque dolor aliquam. In ut sapien sed neque elementum consequat. Proin pulvinar volutpat nisl, nec iaculis erat porta in. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Duis consequat eleifend arcu, in luctus massa ultricies vitae."
100117,BBB,43000,12/14/2011,8/18/2017,Donec ut tellus et eros tempor congue.,"Nulla vel dictum quam. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam vulputate odio ac sapien imperdiet luctus. Duis tempor malesuada mauris. Cras id dui diam, eu volutpat tellus. Sed porttitor cursus sapien quis mollis. Aenean placerat venenatis eros, et egestas neque rhoncus id."
100118,ABC,77000,1/25/2012,9/5/2017,Donec vehicula lacus a libero volutpat hendrerit.,"Etiam eu erat vel enim commodo suscipit. Suspendisse potenti. Nullam sed justo arcu. Vestibulum aliquam, dolor eget vulputate interdum, nibh purus interdum lorem, consectetur sagittis risus libero et nunc. In et vehicula urna. Vestibulum rhoncus est vitae lorem hendrerit non interdum lectus dapibus. Cras non tortor non lacus euismod pretium."
100119,DDD,6000,2/9/2012,9/21/2017,Donec vehicula ligula vitae purus sollicitudin eget dignissim orci condimentum.,"Vestibulum dictum dolor eget risus vulputate eu tempor ante tempor. Curabitur consequat rhoncus quam, ac tristique velit accumsan quis. Vivamus sem elit, interdum sed laoreet tristique, sodales eu mi. Suspendisse viverra bibendum dolor quis consequat. Donec et mattis orci. Pellentesque elementum dui id est sagittis dictum. Praesent fringilla egestas nibh nec sagittis. Fusce ligula augue, porta a pharetra vitae, rhoncus sed lectus. In vel augue sit amet magna viverra rutrum. Praesent lacus lectus, lobortis ut rutrum non, condimentum nec elit. Donec fermentum, sapien a blandit interdum, elit lacus mattis ligula, non convallis quam diam mollis lorem. Aenean pulvinar eleifend urna vitae dignissim."
100120,NSF,5000,2/13/2012,10/24/2017,Donec vitae urna ac leo ullamcorper facilisis.,"Vivamus ultrices, velit id venenatis convallis, purus lacus fringilla metus, a lacinia ligula lorem vulputate lectus. Nullam tincidunt sodales ligula ac facilisis. Ut nulla sem, facilisis sed bibendum eget, dignissim sit amet eros. Proin sit amet euismod neque. Curabitur vel tincidunt nunc. Phasellus interdum sollicitudin fringilla. Vivamus eu erat nibh. Duis a sem erat, ac congue urna. Duis lacus ipsum, dignissim ac semper eget, pharetra quis risus. Duis nulla est, blandit sed blandit in, pellentesque pellentesque nunc. Mauris a nisl arcu. Nam laoreet tellus ut dolor varius convallis. Curabitur mollis ultricies augue quis lacinia. Duis sit amet lacus vel sapien vestibulum vehicula ut ac nulla. Etiam consectetur tincidunt dui et tristique."
100121,BBB,53000,1/9/2006,10/25/2017,Duis a quam sed diam aliquet tempus.,"Nam sed sem augue, vitae accumsan tortor. Donec rutrum dui egestas diam accumsan sit amet imperdiet arcu consequat. Aenean accumsan fermentum pellentesque. Nullam consectetur, eros ut convallis venenatis, massa nisl mattis leo, nec commodo lectus quam vel arcu. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. In sollicitudin, nibh nec vulputate vestibulum, nisi justo aliquet tellus, vel viverra ante ante eget turpis. Quisque erat justo, ultrices non fermentum posuere, ornare vel leo."
100122,EFG,23000,1/26/2006,12/28/2011,Duis ac lorem ac est eleifend euismod sodales nec lorem.,"Integer congue pretium nisl, non vulputate quam pharetra nec. Quisque bibendum nisi nec justo bibendum a laoreet quam aliquam. In quis sagittis ante. Aenean dignissim nulla sit amet metus scelerisque tempus. Suspendisse potenti. Nunc eu neque ut risus auctor venenatis scelerisque ac nisi. Sed aliquet felis non augue cursus vulputate. Proin id enim id enim suscipit adipiscing. Ut tortor diam, tincidunt vel pulvinar a, luctus et velit. Praesent dapibus sagittis ipsum, vitae elementum eros molestie vel."
100123,Dept of Education,76000,3/29/2006,3/8/2012,Duis bibendum sapien sit amet felis pulvinar tincidunt.,"Curabitur magna ligula, tincidunt quis dictum eu, iaculis vel orci. Cras posuere nisl id orci tempor id eleifend nisl vehicula. Pellentesque ut nunc sem, vitae faucibus risus. Cras turpis tellus, bibendum non feugiat ac, ultrices eget magna. Curabitur in erat sed nulla commodo egestas et in odio. Nulla vestibulum lectus at nunc interdum dapibus dictum odio interdum. Maecenas erat ante, convallis sit amet viverra condimentum, mollis a velit. Sed porttitor molestie ipsum, sed dictum purus venenatis ut. Vestibulum at metus nec dolor condimentum gravida sed ac sem. Nunc nec lectus eu metus scelerisque sagittis non vitae lectus. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae;"
100124,BBB,98000,3/30/2006,3/30/2012,Duis congue dolor ut lacus tempus vulputate eget sit amet arcu.,"Vestibulum vitae nisi vitae est consectetur suscipit quis quis diam. In hac habitasse platea dictumst. Aliquam erat volutpat. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Nullam nec eros neque. Etiam feugiat blandit eros, vel porta lacus laoreet ac. Mauris sed malesuada eros. Suspendisse consequat mattis leo, eget sagittis tortor tempor at. In id erat metus, ut convallis tellus. Proin nisi nisi, facilisis at accumsan quis, pellentesque eget ligula. Vestibulum nisl mi, porta et ullamcorper vel, laoreet mollis enim."
100125,ABC,26000,6/23/2006,5/29/2012,"Duis cursus placerat justo, eu suscipit dolor imperdiet tempus.","Aliquam ac arcu ante, vel sollicitudin mauris. Duis arcu sem, bibendum non molestie quis, placerat vitae nulla. Aenean purus nulla, pretium a tincidunt id, interdum a neque. Aliquam vitae risus nisi, sed euismod dolor. Duis fringilla aliquet elit non aliquam. Suspendisse nibh odio, convallis eget ullamcorper eget, tincidunt et enim. Proin id convallis dui. Cras sed velit nulla, vel mattis massa. Suspendisse sed iaculis mauris. Duis quis nisl mauris. Cras nec eleifend erat. Fusce quam risus, venenatis et hendrerit ut, hendrerit eget odio."
100126,DDD,29000,1/9/2006,6/11/2012,"Duis eleifend pulvinar est, eu congue purus varius nec.","Quisque mi metus, aliquam vel pretium convallis, gravida ac nibh. Vivamus vitae urna ligula, vel ultrices risus. Aenean sem felis, ullamcorper porta iaculis nec, commodo at nisi. Cras faucibus accumsan magna, a auctor lectus fringilla vitae. Nam venenatis consectetur tincidunt. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Donec vel sagittis magna. Duis nulla nulla, posuere ac adipiscing ac, vestibulum quis nulla. Duis non augue vitae metus rhoncus dapibus. Sed euismod dapibus vulputate. Praesent ligula tellus, fermentum non posuere sed, blandit eget orci."
100127,NSF,25000,1/26/2006,8/22/2012,Duis hendrerit justo eget mauris sodales posuere.,"Donec pretium rutrum mauris bibendum ultricies. Ut at mauris magna. Donec sed lacus in leo aliquam molestie. Praesent pharetra, est quis blandit viverra, ante nunc mollis justo, ac ullamcorper ligula justo eu ante. Donec feugiat laoreet dolor nec commodo. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Nunc lobortis, tellus a iaculis lobortis, lorem tortor mattis lacus, facilisis convallis velit dui id libero. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Proin vitae magna a justo lacinia ultrices et id enim. Aliquam erat volutpat. Quisque dignissim laoreet neque at eleifend. Aliquam accumsan diam vel ligula mollis posuere. Vivamus laoreet elit metus, eu adipiscing ipsum. Donec quis quam non enim laoreet scelerisque in non lorem. Morbi quis quam nisi."
100128,BBB,78000,3/29/2006,9/10/2012,Duis nec quam et nibh faucibus condimentum at vel velit.,"Suspendisse vitae sagittis metus. Vestibulum posuere tristique justo eget varius. Maecenas feugiat, purus interdum consectetur dictum, velit risus porttitor tortor, at vehicula justo turpis vel magna. Vestibulum faucibus nisi at ante rutrum eu venenatis enim pharetra. Nulla molestie, nisl ac scelerisque posuere, arcu sapien mollis nibh, at dignissim lorem tellus sed metus. Nam tincidunt luctus cursus. Suspendisse potenti. Nunc rutrum eros nec felis dignissim porttitor tristique odio dictum. Duis egestas, felis sit amet sagittis sollicitudin, ante sapien venenatis nisi, quis imperdiet elit libero consectetur neque. Aenean id eros sem. In eu iaculis orci. Proin molestie malesuada ultricies. Duis gravida mi vitae dolor tempus interdum. Proin dignissim ipsum quis elit rutrum suscipit. Morbi pharetra tempus dictum."
100129,DDD,76000,3/30/2006,9/11/2012,Duis posuere tortor nec sapien ullamcorper mattis.,"Aliquam quis elit eget lacus condimentum auctor. Quisque rutrum posuere est, nec aliquet urna scelerisque quis. Pellentesque quis nisl quis leo fringilla pretium sit amet ut nisl. Fusce cursus, nunc non suscipit pellentesque, dui mauris pretium mi, a dictum erat sem id turpis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Proin elementum, sapien et cursus condimentum, magna felis pellentesque augue, et viverra augue arcu sit amet nisi. Sed viverra varius nulla eu semper. Quisque purus lacus, condimentum non accumsan et, dignissim nec diam. Morbi ultrices, lorem ut tristique varius, lectus lorem elementum augue, id dapibus lacus urna ac metus."
100130,EFG,56000,6/23/2006,9/26/2012,"Duis quis urna lorem, suscipit porttitor nunc.","Vestibulum cursus, leo eget interdum volutpat, lorem augue posuere odio, non rutrum nisi nibh ac urna. Aenean eleifend ipsum nec lectus ornare molestie non at tortor. Morbi in consequat nunc. Cras a velit sapien, eu varius sem. Morbi orci dui, blandit vel fermentum vitae, aliquet quis nunc. Donec vel ultricies mauris. In faucibus felis rhoncus ipsum eleifend vel convallis justo mollis. Duis interdum neque faucibus libero euismod eleifend. Curabitur hendrerit, nisi ac bibendum vestibulum, quam quam blandit tortor, vel ultrices ipsum dolor ut elit. Nullam ut nunc a tortor bibendum commodo."
100131,Dept of Education,24000,10/10/2006,10/8/2012,Duis sollicitudin enim sed ante cursus lacinia.,"Phasellus eget elementum purus. Etiam volutpat est eu libero porta non aliquet eros pellentesque. Donec ac bibendum velit. Donec dapibus molestie elit, eget imperdiet sem dapibus a. Sed nisl libero, pretium sed blandit quis, sollicitudin et nibh. Cras laoreet nisi ac quam mattis gravida. Phasellus dui turpis, consequat non egestas ut, aliquet id nisl. Pellentesque mollis semper aliquet. Praesent faucibus, nibh vel condimentum sollicitudin, tellus magna sodales nisl, sit amet sagittis tellus nulla placerat justo. Nunc eu massa velit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla sollicitudin fringilla euismod. Nam a nibh non tortor ullamcorper faucibus congue ut enim. Suspendisse potenti. Fusce ac est venenatis neque dapibus consectetur. Integer eros nibh, sodales lobortis ullamcorper a, pharetra ut lectus."
100132,BBB,61000,12/7/2006,10/19/2012,"Duis vel felis ipsum, quis egestas nisi.","Vivamus sed nisi augue. Etiam nibh augue, iaculis ut convallis at, dignissim ac libero. Integer pellentesque porttitor diam, in vulputate felis fermentum nec. Aenean sodales auctor adipiscing. Integer malesuada turpis sit amet dui tempus ac suscipit arcu fringilla. Mauris nibh libero, consequat sed lobortis a, sagittis at lacus. Quisque ornare, risus quis blandit semper, eros sapien interdum urna, eget ornare lorem enim nec magna. Ut fermentum enim in mauris pretium varius. Donec porttitor magna in tellus pellentesque non vulputate mi consectetur."
100133,ABC,95000,2/7/2007,11/5/2012,"Duis vel magna elit, ac sollicitudin tellus.","Praesent at lectus eu nibh vehicula fringilla eget sit amet magna. Etiam ac viverra velit. In est nunc, commodo in cursus sit amet, placerat sed nulla. Phasellus egestas quam sodales est viverra varius. In malesuada lacus sed risus placerat mollis. Quisque vel mi lobortis ante accumsan dapibus eget sit amet neque. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec risus dolor, scelerisque quis condimentum ultrices, dignissim ac metus. Etiam semper ultricies elit quis condimentum. Maecenas commodo dolor diam, id lacinia orci. Donec ut aliquam nulla. Pellentesque velit turpis, dictum et imperdiet nec, luctus ac orci. Cras massa lacus, vehicula a hendrerit sed, rutrum ac felis. Aenean feugiat consectetur fringilla. Etiam enim erat, lacinia consequat vestibulum quis, lobortis sit amet elit."
100134,Dept of Education,92000,2/19/2007,11/20/2012,Duis vel neque eu orci dapibus posuere.,"Quisque orci nulla, mollis sit amet consequat malesuada, tincidunt sit amet velit. Proin facilisis justo ac magna dignissim pellentesque. Proin vehicula sapien in ligula lobortis eget congue dui interdum. Pellentesque tincidunt lacinia consequat. Suspendisse eget turpis euismod lorem accumsan adipiscing ut at nisi. Pellentesque rutrum sodales velit, sit amet pretium mauris ullamcorper id. Vivamus euismod vestibulum suscipit."
100135,Dept of Education,51000,2/20/2007,11/30/2012,Duis venenatis enim sed mi sollicitudin vel tincidunt metus convallis.,"Duis tristique feugiat sem quis luctus. Mauris lobortis quam malesuada lacus venenatis pharetra. Etiam ornare, justo id consectetur porttitor, felis arcu hendrerit nisi, at tincidunt nisi felis interdum lacus. Curabitur a semper ante. Donec tortor metus, pretium vitae dignissim in, tristique sed diam. Sed semper urna id nisl iaculis lobortis. Phasellus varius consequat neque, ac sollicitudin lorem sollicitudin vel. Quisque sit amet lorem felis."
100136,Dept of Education,55000,3/19/2007,12/27/2012,Duis venenatis libero quis mi lobortis aliquam.,"Fusce tincidunt euismod nisl, a lacinia eros pulvinar nec. Praesent et felis eu nibh tristique vehicula sed eu sem. Pellentesque ut nisl tellus. Ut aliquet, justo rhoncus sodales porttitor, ligula risus lacinia erat, sed blandit mi enim sit amet nisi. Vestibulum imperdiet urna nulla, adipiscing tempor urna. Nam at interdum lacus. Donec feugiat, nisi in tristique hendrerit, felis enim porttitor sapien, sit amet feugiat leo ante et nunc. Nulla a nulla eu magna sagittis aliquam at at dui. In vel tortor sit amet nibh tempus facilisis a ac sem. Duis quis sapien vel metus tincidunt porta. Maecenas consectetur mauris vitae erat sodales eu fringilla diam dictum. Vivamus vel mi magna. Praesent et mi orci."
100137,Dept of Education,66000,4/20/2007,2/28/2013,Duis vitae urna vel eros pellentesque egestas.,"Vivamus auctor condimentum rutrum. Sed a sapien nec eros luctus ultricies. Donec sem dolor, commodo quis interdum at, aliquam eu mauris. Sed dolor tellus, laoreet in cursus ac, pharetra ut nisl. Sed eleifend laoreet purus sed eleifend. Fusce dapibus, dui in laoreet luctus, massa magna tincidunt nisl, nec sollicitudin tortor nisi lacinia enim. Curabitur metus orci, dapibus nec consectetur ac, fringilla accumsan leo. Nam quis leo in magna blandit volutpat. Donec vitae ornare lorem. Maecenas tincidunt justo quis elit cursus nec venenatis felis tincidunt. Aenean suscipit orci id ligula aliquam dapibus. Pellentesque porttitor enim in nibh accumsan rutrum."
100138,EFG,88000,5/9/2007,3/18/2013,Etiam dictum nisl et ante elementum sit amet rutrum odio tincidunt.,"Nullam quis quam a mauris consectetur vestibulum eu et justo. Nulla nec augue justo, egestas tristique est. Fusce nec mi diam. Fusce sollicitudin aliquam ante et euismod. Nam facilisis eros at sapien pharetra vel consectetur velit commodo. Maecenas imperdiet erat et velit porttitor congue ac convallis nisi. Praesent congue mi lacus. Vestibulum gravida quam ut libero tristique placerat."
100139,Dept of Education,44000,9/5/2007,3/21/2013,Etiam et leo a ligula congue ultrices non in turpis.,"Suspendisse magna lorem, consectetur nec placerat sit amet, sollicitudin sit amet dui. Phasellus a tellus eu neque ornare mollis sit amet et dui. Donec pharetra ultrices magna vitae pretium. Pellentesque mollis aliquet erat, quis dapibus nunc accumsan non. Pellentesque gravida dignissim lobortis. Vestibulum tincidunt vehicula risus, eu cursus est ultrices eget. Suspendisse molestie molestie faucibus. Ut interdum sem in est rhoncus posuere et non mauris. In augue magna, porttitor ac molestie vitae, mattis id arcu. Sed ut mauris sed orci venenatis elementum."
100140,BBB,59000,9/14/2007,3/28/2013,"Etiam feugiat suscipit ipsum, sit amet adipiscing purus semper id.","Vivamus quis eros nec felis sollicitudin suscipit. Sed accumsan tristique ante in eleifend. Sed pulvinar quam eu tortor pharetra porttitor. In pretium aliquet metus sit amet ullamcorper. Mauris eu lacus id leo sollicitudin dapibus eu et justo. Phasellus laoreet justo eu mi pretium ac lobortis erat aliquam. Aenean in ipsum ut eros varius gravida. Donec nibh elit, fermentum nec cursus id, gravida vitae diam. Sed aliquet nibh faucibus dolor vulputate tempor. Fusce pellentesque, odio nec blandit vestibulum, nulla risus sagittis dui, sed consequat elit tellus sed orci. Sed laoreet ullamcorper libero eget sagittis. Nunc a mauris mauris. Morbi quis magna eu metus faucibus posuere sed eget nisl. Sed euismod fermentum neque, sit amet tempor mi porta dapibus."
100141,ABC,30000,9/25/2007,6/4/2013,Etiam in magna et augue pellentesque hendrerit.,"Vivamus lorem eros, egestas et bibendum in, semper bibendum ligula. Nulla interdum metus ac erat sodales vitae aliquet turpis hendrerit. Donec scelerisque, odio ac vestibulum ultricies, purus justo dignissim tortor, ac vestibulum magna nisi id ipsum. Sed eu justo ante. Proin aliquet imperdiet quam ut mattis. Aliquam mollis, risus a ornare pulvinar, est tellus cursus dolor, vitae blandit odio neque vitae ipsum. Aenean turpis mi, imperdiet eu semper ac, lobortis eget nisi. Mauris posuere mi posuere leo pellentesque iaculis. Cras sit amet lacus et purus egestas blandit."
100142,DDD,34000,6/6/2008,6/14/2013,"Etiam in turpis leo, non volutpat mauris.","Morbi aliquet mi ut leo laoreet ac convallis sapien viverra. Nunc eros metus, pharetra id dapibus at, rhoncus sed elit. Nullam et felis quam. Suspendisse semper velit id nibh volutpat interdum in elementum nisi. In cursus sem nec turpis porta rutrum. Fusce adipiscing pretium velit ac suscipit. Donec augue nulla, accumsan sit amet mollis vel, ultrices eu metus."
100143,NSF,30000,6/19/2008,6/19/2013,Etiam molestie nunc ut eros pharetra consequat.,"Curabitur ut luctus eros. Nulla quis varius arcu. Pellentesque luctus est non dolor pretium tincidunt mollis neque fringilla. Integer pulvinar, urna et cursus pulvinar, mauris odio consequat sem, a aliquam nulla odio auctor arcu. Praesent molestie iaculis aliquam. Ut tristique cursus nisl nec pellentesque. Sed eget purus et sem pharetra lobortis. Sed in tellus nisl, sit amet ultricies mi. Nulla tempus, odio in tristique mattis, lectus eros facilisis eros, sed scelerisque risus ante in purus. Aliquam ut lacus est, at dictum ligula. In ligula turpis, dapibus id mollis at, dapibus sed metus. Pellentesque venenatis dolor vitae orci ultricies in imperdiet risus elementum. Pellentesque sapien eros, hendrerit a pulvinar ut, adipiscing quis leo. Proin cursus purus id nisl sollicitudin vitae congue dolor ultricies. Proin sit amet suscipit justo. Cras dapibus elit eleifend ipsum rutrum ut tincidunt leo rutrum."
100144,BBB,99000,8/21/2008,6/21/2013,Etiam nec mi ut velit porta fringilla.,"Aliquam in ipsum sit amet lectus venenatis molestie. Nam sodales mi id risus scelerisque et egestas tortor pharetra. Etiam fringilla blandit tempor. Proin sollicitudin elementum vestibulum. Mauris eu purus a magna posuere cursus. Maecenas viverra semper sem, sed porta est vulputate et. Integer et blandit lectus. Morbi metus nulla, aliquam vel faucibus quis, sagittis vel ante. Fusce pulvinar lacinia arcu, ac feugiat velit ornare et. Integer laoreet nulla id libero venenatis in congue lorem molestie. Donec at faucibus est. Proin aliquam luctus justo, sit amet sagittis tortor auctor eget. Nunc bibendum, risus at aliquet auctor, ligula dolor condimentum leo, eu mattis lectus justo id quam."
100145,EFG,64000,11/5/2008,8/14/2013,"Etiam nec risus leo, sed tincidunt nisl.","Phasellus leo tortor, consectetur sed vulputate in, ullamcorper sed augue. Proin et elit magna. In convallis, leo condimentum vehicula laoreet, lectus justo dignissim elit, vel volutpat massa erat sit amet enim. Morbi in massa eu justo semper vulputate. Nulla magna justo, adipiscing quis fringilla et, mollis vel orci. Pellentesque id nisl sapien, nec scelerisque nisi. Nullam posuere aliquet ultrices. Curabitur posuere ligula magna, eget pharetra ante. Vivamus dui metus, ullamcorper id ultrices at, dapibus vitae mi. Sed diam sem, malesuada sit amet malesuada ac, viverra sit amet ipsum. In interdum lacinia auctor. Suspendisse potenti. Praesent volutpat dolor ultricies felis scelerisque eget ultricies velit tincidunt. Sed ultrices lobortis tortor a dictum. Curabitur accumsan ullamcorper massa, eget consequat augue sodales sit amet. Fusce pellentesque euismod rutrum."
100146,Dept of Education,15000,11/26/2008,8/27/2013,"Etiam ornare lacinia nibh, non accumsan turpis hendrerit condimentum.","Nunc malesuada iaculis eleifend. Nullam luctus turpis nec arcu posuere a aliquam nunc facilisis. Suspendisse potenti. Cras quis tortor risus. Aenean malesuada consectetur felis nec mollis. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Proin consequat, nisl vel commodo imperdiet, massa felis ullamcorper elit, ac dictum magna elit nec nisl. Nulla facilisi. Quisque ornare sodales bibendum."
